,location,Area Sq.ft,bhk,bath_clean,dates,Title_modify
4928,Shri Swami Samarth Complex,2000,1    ,1,2021-02-13, Manjari Budruk
4929,Maitri Apartment,1162,2    ,2,2021-02-13, Sai Samruddhi Park Moze Nagar Lane No 6
4930,Vrundavan Radhika,540,1    ,1,2021-02-13, Narhe
4931,"Samarth Shrushti, Vikas Nagar",816,2    ,2,2021-02-13," Pendase colony, Kiwale"
4932,Rainbow Grace,1026,2    ,2,2021-02-13, Wagholi
4934,GANGA SPARSH,2000,2    ,2,2021-02-12, Undri
4936,Rama Melange Residences,960,3    ,3,2021-02-12, Hinjewadi
4937,Aditya Complex,685,1    ,1,2021-02-12, Pimple Gurav
4938,ARK Prem Alfa Greenfields,910,2    ,2,2021-02-12, Deccan Hills
4939,Shiv Tara City,2250,3    ,3,2021-02-12, Loni Kalbhor
4940,Mont Vert 2,900,2    ,2,2021-02-12, Pashan
4941,Nachiket Apartment,650,1    ,1,2021-02-12, Sahu Colony
4942,Agarwal Bhoomi Enclave,765,1    ,1,2021-02-12, Wagholi
4943,Megapolis Splendour,1446,2    ,2,2021-02-12, Hinjewadi
4944,on request,650,1    ,1,2021-02-12, Sainath Nagar
4945,Society,650,1    ,1,2021-02-12, Narhe
4946,Sankla PS Terrace,615,1    ,1,2021-02-12, Sasane Nagar
4947,Nexus Glorious,623,2    ,2,2021-02-12, Sus
4949,Kolte Patil Life Republic,884,2    ,2,2021-02-12, Hinjewadi
4950,Megapolis Sangria Towers,1600,3    ,3,2021-02-12, Hinjewadi
4951,Shivneri Building,850,1    ,1,2021-02-12, Lohegaon
4952,Nirman Royale Shell,800,1    ,1,2021-02-12, Pradhikaran
4953,kshiti vinayak apartment,650,2    ,1,2021-02-12, Sadashiv Peth
4954,"Nanded City, Janaranjani 5B, Pune",630,1    ,1,2021-02-12," Nanded City, Sinhagad Road"
4955,Kumar Kubera Vihar,520,1    ,1,2021-02-12, Hadapsar
4956,Goldville housing society,1045,2    ,2,2021-02-12, Dange Chowk
4957,Noble Vishnu Vihar,762,2    ,2,2021-02-12, Moshi
4958,GK Silverland Residency Phase 1,488,1    ,1,2021-02-12, Ravet
4960,punyai,200,1   ,1,2021-02-12, Dighi
4961,Air Castle,837,2    ,2,2021-02-12, Hinjewadi Phase 1
4962,Shree Siddhi,650,1    ,1,2021-02-12, Shramasafalya Colony
4963,kalash society,970,2    ,2,2021-02-12, Kasar Amboli
4964,kalash society,950,2    ,2,2021-02-12, Kasar Amboli
4965,Shri Balaji Nirjara Park,950,2    ,2,2021-02-12, Rahatani
4966,RK Puram CHS,708,2    ,2,2021-02-12, Tingre Nagar
4967,Shankar Suman Heights,500,1    ,1,2021-02-12, Bhekrai Nagar
4968,Kumar Park Infinia,1000,2    ,2,2021-02-12, Phursungi
4969,Mont Vert Belair,1300,2    ,2,2021-02-12, Bhugaon
4973,On Req,570,1    ,1,2021-02-12, Pimple Gurav
4975,Kunal Icon CHS,590,1    ,1,2021-02-12, Pimple Saudagar
4976,Soham Apartment Shivane,750,2    ,2,2021-02-12, Shivane
4977,Megapolis Sangria Hinjewadi,1325,2    ,2,2021-02-12, Phase-3 Hinjewadi
4978,Kolte Patil Umang Pride,970,2    ,2,2021-02-12, Wagholi
4979,Gokhale Ambience,660,1    ,1,2021-02-12, Dhayari
4980,Gini Viviana,1075,2    ,2,2021-02-12, Balewadi
4981,Shree Residency,880,2    ,2,2021-02-12," Near JSPM Collage, Reliance Fresh Mart Bakori Road"
4982,Sunrise Society,650,1    ,1,2021-02-12, Bekrai Nagar
4983,Amanora Park Town,465,1   ,1,2021-02-12, Wadki
4985,Ayodhya Nagari,1300,3    ,3,2021-02-12, Pragati Nagar
4986,Kamdhenu Mira 1,1400,2    ,3,2021-02-12, Chinchwad
4987,Sanskriti Housing Society,1300,3    ,3,2021-02-12, Wakad
4988,TCG The Cliff Garden,585,1    ,1,2021-02-12, Phase-3 Hinjewadi
4989,Lodha Belmondo,730,1   ,1,2021-02-12, Pune Mumbai Highway
4991,Span Residency,1600,3    ,3,2021-02-12, Hadapsar
4992,taware nivas,550,1    ,1,2021-02-12, Jaymala Nagar
4996,Sonigara Excluzee,960,2    ,2,2021-02-12, Wakad
4997,Unique Apartments,900,2    ,1,2021-02-12, Mohanwadi
4998,Goel Ganga Hamlet,1115,2    ,2,2021-02-12, Viman Nagar
4999,Parmar Park,1250,3    ,2,2021-02-12, Sector No-26 Pradhikaran
5000,Dnyanesh Apartment,680,1    ,1,2021-02-12, Manik Baug
5001,On req,550,1    ,1,2021-02-12, Pimple Gurav
5002,DARSHAN NAGARI,770,2    ,1,2021-02-12, Chinchwad
5003,Megapolis Sparklet,670,2    ,2,2021-02-12, Hinjewadi
5004,Elite Empire Balewadi,2100,5    ,4,2021-02-12, Balewadi
5005,Achal Farm Society,600,1    ,1,2021-02-12, Ambegaon Kh
5007,Laxmideep Society,102,2    ,2,2021-02-12, Wakad
5008,Green Spirit,1043,2    ,2,2021-02-12, Thergaon
5010,Paranjape Blue Ridge,3150,4    ,5,2021-02-12, Hinjewadi
5011,Kolte Patil Cilantro,1400,3    ,3,2021-02-12, Wagholi
5012,Sanas Corner,590,1    ,2,2021-02-12, Koregaon Park
5013,Nav Dipali Society,900,2    ,2,2021-02-12," Hotel ""Nidhi"" Bldg, Natu Lane"
5014,Aditya Complex,1000,2    ,2,2021-02-12, Pimple Gurav
5016,Gulmohar Colony,200,1    ,1,2021-02-12," Handevadi, Hadapsar"
5018,Rakshak nagar gold society,707,1    ,1,2021-02-12, Ashoka Nagar
5019,Splendor Megapolis,1304,2    ,2,2021-02-12, Hinjewadi
5023,Mantra IRA,2100,3    ,3,2021-02-12, Undri
5025,taware nivas,645,1    ,1,2021-02-12, Old Sangvi
5026,Shantinagar Hsg.Soc.,250,1    ,1,2021-02-12, Chikhli
5027,"Gajanan colony, Jyotibha Nagar",800,1    ,1,2021-02-12, Kalewadi
5028,Suryalok Nagri,550,1    ,1,2021-02-12, Hadapsar
5029,Shree Swami Samarth Residency,650,1    ,1,2021-02-12, Manjri
5030,Anandleela Complex,260,1    ,1,2021-02-12, Mohamadwadi
5031,aparna housing socity,625,1    ,1,2021-02-12, shivaji uday mandal maval Tangi Nager Chinchwad-411033
5032,Aarav Bliss,1090,3    ,3,2021-02-12, Wagholi
5033,Venkatesh Oxy Evolve,850,2    ,2,2021-02-12, Wagholi
5034,SHREYSI APARTMENT,750,2    ,1,2021-02-12, Dangat Patil Nagar
5035,The Royal Mirage,1261,3    ,3,2021-02-12, Wakadkar Wasti
5036,Mayanagari,450,1    ,1,2021-02-12, Kundan Nagar
5037,Mantra Senses,430,1    ,1,2021-02-12, Handewadi
5038,JJ Harmony,1000,2    ,2,2021-02-12, Ravet
5039,Saarrthi Sovereign,654,1    ,1,2021-02-12, Hinjewadi
5040,Khan Manzil,290,1   ,1,2021-02-12, Vallekar Wadi
5041,Shreeyash Shree Woods,1027,2    ,2,2021-02-12, Siddartha Nagar
5042,Shree sadguru Krupa,625,2    ,1,2021-02-12, Rahatani
5043,koustubh,2100,3    ,4,2021-02-12, Tingre Nagar
5044,Manohar Apartment,550,1    ,1,2021-02-12, Pragati Nagar
5045,"Vishaldeep Residancy,",843,2    ,2,2021-02-12, Chandan nagar
5046,koustubh,2,4    ,4,2021-02-12, Tingre Nagar
5047,Rama Melange Residences,700,2    ,2,2021-02-12, Phase-3 Hinjewadi
5049,Shah Gagan Garima,980,2    ,2,2021-02-12, Chikkalvadi
5050,Silver Park Apartment,793,2    ,2,2021-02-12, Ambegaon
5051,Sai Nisarg Park Phase 1,600,1    ,1,2021-02-12, Pimple Saudagar
5052,Supertech Defence Colony Phase 2,1000,2    ,2,2021-02-12, Wagholi
5053,Xrbia Hinjewadi,585,2    ,2,2021-02-12, Hinjewadi
5055,"A-12, Shivnagari",585,1    ,1,2021-02-12," Sasanenagar,Hadapsar"
5056,Aakash home,1500,1    ,1,2021-02-12, Sukhsagar Nagar
5059,Narayani Apartments,780,2    ,1,2021-02-12, Manjari Budruk
5060,Sancheti Belcastel,972,2    ,2,2021-02-12, Keshav Nagar
5061,"Vidi Kamgar Vasahat, Golf Club Road",250,1    ,1,2021-02-12," Ashok Nagar, Golf Club Road, Yerwada, Pune 411006"
5062,Pratham Apartment,970,2    ,2,2021-02-12, Bharati Vidyapeeth
5063,Krisanta Skyline,850,2    ,2,2021-02-12, Kiwale
5064,KIRAN SHUBHAMKAROTI,1000,2    ,2,2021-02-12, SUS
5065,Quarter Gate Housing Society,1050,2    ,1,2021-02-12, Camp
5066,The Construction Sunshine Hill View,660,1    ,1,2021-02-12, Katraj
5067,Krishna kunj lohegaon,1700,1    ,2,2021-02-12, Lohegaon
5068,Devashree / Mahesh Soc,950,2    ,1,2021-02-12, Mahesh Society Bibvewadi pune
5069,Shree Ganesh Apartment,585,1    ,1,2021-02-12, Ambegaon Pathar
5070,Anandtara Tarabai Park,665,1    ,1,2021-02-12, Keshav Nagar
5071,Bharti Vihar,800,2    ,2,2021-02-12, Katraj
5072,PS Samruddhi,1000,2    ,2,2021-02-12, NIBM
5073,Aashiyana Avenue,885,2    ,2,2021-02-12, Tingre Nagar
5074,Munjabawasti Pune,545,1    ,1,2021-02-12, Munjabawasti dhanori Pune
5075,Sawant Vihar Phase 1,1200,2    ,2,2021-02-12, Katraj
5076,Prime Swapnapurti,655,1    ,1,2021-02-12, Handewadi
5077,Xrbia City,416,1    ,1,2021-02-12, Hinjewadi
5078,Sara City,500,1    ,1,2021-02-12, Chakan
5079,GK Rajaveer Palace 1 and 2,1418,3    ,3,2021-02-12, Pimple Saudagar
5081,Sunshine Tarracess,600,1    ,1,2021-02-12, Mamta Nagar
5082,Xrbia Riverfront,421,2    ,2,2021-02-12, Bebadohal
5083,Riddhi Enclave CHSL,510,1    ,1,2021-02-12, Viman Nagar
5085,Greenwoods Housing Society,1000,2    ,2,2021-02-12, Keshav Nagar
5086,Neelabh Atul Avenue,1000,2    ,2,2021-02-12, Warje
5088,Pritam Nagar Apartment,1000,2    ,2,2021-02-12, Kothrud
5089,acropolis 2,1003,2    ,2,2021-02-12, Wakad
5090,On request,550,1    ,1,2021-02-12, Dange Chowk
5091,Moze Dream Savera,926,2    ,2,2021-02-12, Lohegaon
5092,Welworth Citrine,848,2    ,2,2021-02-12, Hinjewadi
5093,Avhan CHS,550,1    ,1,2021-02-12, Yamuna Nagar
5094,Dhore Patil Building,600,1    ,1,2021-02-12, Sharda Colony
5095,Valay Society,910,2    ,2,2021-02-12, Sasane Nagar
5096,Manikmoti Complex,420,1    ,1,2021-02-12, Katraj
5097,Sai Pritam Nagari,650,1    ,1,2021-02-12, Rahatani
5098,bhakti residency,540,1    ,1,2021-02-12, Chinchwad
5100,Rajbaugh,1000,2    ,1,2021-02-12, Manjari Budruk
5101,Kiran Suyog,915,2    ,2,2021-02-12, Balewadi
5102,Moraya Darshan Society,550,1    ,1,2021-02-12," Sutarwadi, Pune"
5103,Maple residency,780,1    ,1,2021-02-12," Renuka Nagari, Vadgaon Budruk"
5104,Samartha Colony 2,750,1    ,1,2021-02-12," Raghobal Patil Nagar,Kharadi"
5105,Kasturi Eon Homes,1500,3    ,2,2021-02-12, Phase-3 Hinjewadi
5106,Sai Prasad Apartment,610,1    ,1,2021-02-12, Chinchwad
5107,"Siddharth House, yerwada, pune",600,1    ,1,2021-02-12, Yerwada
5108,Yash Co Op Housing Society,850,2    ,2,2021-02-12, Dapodi
5110,Swagat Residency,900,2    ,2,2021-02-12, Bhugaon
5111,GK Rose Valley,1295,2    ,2,2021-02-12, Pimple Saudagar
5112,Shivratan Apartments,550,1    ,1,2021-02-12, Dhayari
5114,T.A.K. Housing society,550,1    ,1,2021-02-12, Raviwar Peth
5115,Godrej Infinity,1600,3    ,3,2021-02-12, Keshav Nagar
5116,Cozy Homes,817,2    ,2,2021-02-12, Wagholi
5117,Ram India Sampanna Homes,700,1    ,1,2021-02-11, Shewalewadi
5118,Sunshine Tarracess,600,1    ,1,2021-02-11, Mamta Nagar
5119,Bramha Baug,700,1    ,1,2021-02-11, B.T Kawade Road
5120,Pooja Paradise,350,1    ,1,2021-02-11, Kharadi
5123,Ganga Kalash Society,1027,2    ,2,2021-02-11, Vishrantwadi
5124,GK Atlanta,1000,2    ,2,2021-02-11, Wakad
5125,audumber bunglow,350,1   ,1,2021-02-11, Airport Road
5126,Dreams Rakshak,1200,3    ,3,2021-02-11, Wagholi
5127,Kohinoor Tinsel County,650,1    ,2,2021-02-11, Phase-3 Hinjewadi
5128,Aishwariya Laxmi,900,2    ,2,2021-02-11, Wagholi
5130,Megapolis Splendor,1200,2    ,2,2021-02-11, Phase-3 Hinjewadi
5131,Rahul Nagar,500,1    ,1,2021-02-11, Kothrud
5133,daffodil heights choudhari park,650,1    ,2,2021-02-11, Dighi
5135,Samrat Garden,650,1    ,1,2021-02-11, Hadapsar Gaon
5136,"Vaijnath, Vitthal Sangam Co Op Soc",1100,2    ,2,2021-02-11, Dhayari Maruti Mandir Bus Stop
5140,Global E Homes,1001,2    ,2,2021-02-11, Hinjewadi Phase 2
5141,ARV Royale,1008,2    ,2,2021-02-11, Hadapsar
5142,Kumar Park Infinia,1585,3    ,3,2021-02-11, Phursungi
5143,Society Raigad Kothrud,500,1    ,1,2021-02-11, Shilavihar colony
5144,Soba Complex,550,1    ,1,2021-02-11, Rashtra bhushan Chowk
5145,Goldfinger Avenir,1205,2    ,2,2021-02-11, Postal Colony
5146,Magarpatta City,1800,4    ,3,2021-02-11, Hadapsar
5147,Daffodils Avenue,920,2    ,2,2021-02-11, Somatane
5148,Peninsula Ashok Meadows,1922,3    ,3,2021-02-11, Hinjewadi Phase 1
5149,Raviraj Terrace,1500,1    ,1,2021-02-11, Sukhsagar Nagar
5150,on request,400,1   ,1,2021-02-11, Thite Nagar
5151,On req,550,1    ,1,2021-02-11, Dange Chowk
5153,Choice Group Goodwill R K Puram,560,1    ,1,2021-02-11, Tingre Nagar
5155,"Prathmesh Classic, Maulinagar, Katraj, Pune",920,2    ,2,2021-02-11, Utkarsh Society
5157,Nirmal Township,750,1    ,1,2021-02-11, Hadapsar
5158,MAK Snehangan Residency,750,2    ,2,2021-02-11, Wakad
5159,Nanded City Janaranjani,490,1    ,1,2021-02-11, Nandel Fata
5160,Sterling House,750,2    ,2,2021-02-11, Pune Cantonment
5161,Spring meadows,511,1    ,1,2021-02-11, Ambegaon Bk
5162,Swami Apartment,1000,2    ,2,2021-02-11, Chinchwad Gaon
5163,Jai Housing Society,1194,1    ,1,2021-02-11, Somnath Nagar
5164,Zinnia Elegans,922,2    ,2,2021-02-11, Wakad
5166,Shivkrupa nivas,1000,2    ,2,2021-02-11, Wakad
5167,Kharde Patil Woods Royale,1400,2    ,2,2021-02-11, Kothrud
5168,Sai Srushti,850,2    ,2,2021-02-11, Mahalunge
5169,"Matoshree, House No 35",500,1    ,1,2021-02-11, Janwadi
5170,Akash Ganga Apartments,950,2    ,2,2021-02-11, Pimple Nilakh
5171,AROHI SONCHAFA,650,1    ,1,2021-02-11, Punawale
5172,Wellwisher Kiarah Terrazo,8288,2    ,2,2021-02-11, Hadapsar
5173,Godrej Infinity,1100,2    ,2,2021-02-11, Keshav Nagar
5177,D A Borade Bhondve Orchid,1008,2    ,2,2021-02-11, Ravet
5178,Suvira Nest,650,1    ,1,2021-02-11, Dighi
5179,M Vijay Spring Bloom,1400,2    ,2,2021-02-11, Ghorpadi
5180,Gangapuram Society,835,2    ,2,2021-02-11, Viman Nagar
5181,GK Royale Hills,821,2    ,2,2021-02-11, Ravet
5182,independent building,2800,2    ,3,2021-02-11, Sangamvadi
5184,On Request,800,2    ,2,2021-02-11, Katraj
5185,Riswadkar Prestige Panorama,1300,3    ,3,2021-02-11, Mhasoba Nagar
5186,GK Armada,878,2    ,2,2021-02-11, Wakad
5189,Kharde Patil Gurukunj,645,1    ,1,2021-02-11, Thergaon
5190,Om Ideal Park,1200,2    ,2,2021-02-11, Ideal Colony
5191,Megapolis sparklet,950,2    ,2,2021-02-11, Phase-3 Hinjewadi
5192,Megapolis Sangria Towers,1350,3    ,2,2021-02-11, Hinjewadi
5193,Aarav Balboa Avenue,1100,2    ,2,2021-02-11, Ravet
5194,Saptrang Aakash Society,670,2    ,1,2021-02-11, Bhekrai Nagar
5195,silicon bay,1544,3    ,2,2021-02-11, Vadgaon Sheri
5196,Suyog Lucky Homes,500,1    ,1,2021-02-11, Wagholi
5197,"Green Park Society,",450,1    ,1,2021-02-11, Fursungi Gaon
5198,Destiny Apartment,250,1    ,1,2021-02-11, Ambegaon Budruk
5199,Padmalaya Blossom,850,1    ,2,2021-02-11, Baner
5200,Shreeram Mareegold,700,1    ,2,2021-02-11, Mathade Wasti
5201,Galande Nagar,550,1    ,1,2021-02-11, Vadgaon Sheri
5202,Welworth Orion Complex,1140,3    ,3,2021-02-11, Aundh
5203,Skyi Songbirds,1375,2    ,2,2021-02-11, Bhugaon
5204,Sai Krupa Apartment,1000,2    ,2,2021-02-11, Thergaon
5205,Venkatesh Classic,420,1    ,1,2021-02-11, Pandhari Nagar
5206,Samatahnagar Co-op Housing Society,886,2    ,2,2021-02-11, Sinhagad Road
5207,Jyoti apartment,650,1    ,1,2021-02-11, Dhanori
5208,Greenland Society,1000,2    ,2,2021-02-11, Pimple Saudagar
5210,On Request,650,2    ,1,2021-02-11, Bharati Vidyapeeth
5211,Mittal Treedom Park,1200,2    ,2,2021-02-11, Kalas
5212,Vilas Javdekar Yashwin Hinjewadi,1129,3    ,2,2021-02-11, Hinjewadi Phase 2
5213,Aditya Vastu,900,1    ,2,2021-02-11, Dalvinagar
5214,on request,500,1    ,1,2021-02-11, Phursungi
5215,Kolte Patil Margosa Heights,1015,2    ,2,2021-02-11, Undri
5217,Shiv Krupa Apartment,280,1    ,1,2021-02-11, Gulab Nagar
5218,Gulmohar Paradise Homes,630,1    ,1,2021-02-11, Thite Nagar
5220,Arun Sheth Anika Enclave,796,2    ,1,2021-02-11, Bhoirwadi
5222,Sakshi Homes,568,1    ,1,2021-02-11, Dhanori
5223,JPS Chintamani Residency,672,1    ,1,2021-02-11, Kirkatwadi
5224,sai residency,500,2    ,1,2021-02-11, Old Sangvi
5225,Shardatta Villa,950,2    ,2,2021-02-11, Pimple Gurav
5226,Aayush Park Phase 2,590,1    ,1,2021-02-11, Talegaon
5227,45 Paramount,825,2    ,2,2021-02-11, Baner
5228,GK Rose Aster,580,2    ,2,2021-02-11, Punawale
5229,Vilas Javdekar Yashwin Hinjewadi,940,2    ,2,2021-02-11, Hinjewadi Phase 2
5230,Lakshadweep Palace,1150,3    ,2,2021-02-11, Pimple Saudagar
5231,Shivomkar Heights Flat No 301,571,1    ,2,2021-02-11, Raykar Mala Dhayri
5233,Tushar Gardens,1000,2    ,2,2021-02-11, Pimple Saudagar
5234,Mantra Majestica,789,2    ,2,2021-02-11, Kalepadal
5235,DAFFODIL HEIGHTS,645,1    ,2,2021-02-11," LANE NO.09 CHAOUDHARY PARK, DIGHI,PUNE"
5237,Sundar Sankul,650,1    ,1,2021-02-11, North Hadapsar
5238,Omkar Apartment,950,2    ,2,2021-02-11, Bhusari Colony
5239,Sai Apartment,515,1    ,1,2021-02-11, Ganesh Peth
5240,on request,600,1    ,1,2021-02-11, Bhekrai Nagar
5241,J M Estate,750,2    ,2,2021-02-11, Pach Pir Chowk
5242,Resilient CHS,540,1    ,1,2021-02-11, Dahanukar Colony
5243,Megapolis Splendour,1035,2    ,2,2021-02-11, Hinjewadi
5244,Tamboli Manzil,350,1    ,1,2021-02-11, Shivneri Nagar
5248,Tridalnagar Co Op Hsg Society,35719200,2    ,1,2021-02-11, Near Maharashtra Housing Board
5249,Amrut Ganga,650,1    ,1,2021-02-11, Manik Baug
5250,Vardhaman Dreams,1040,2    ,2,2021-02-11, Kaspate Vasti
5251,Laxmi Township1,325,1    ,1,2021-02-11, Kalas
5252,on request,350,1   ,1,2021-02-11, Sainath Nagar
5253,Shankar nagri,1000,2    ,2,2021-02-11, vanaz company
5254,Tarun Residency,1750,3    ,3,2021-02-10, NIBM
5256,Nisarg Meadows,935,2    ,2,2021-02-10, Shankar Kalat Nagar
5257,Bhikansheth Park,520,1    ,2,2021-02-10, Dapodi
5258,Vasant Utsav,1200,2    ,2,2021-02-10, Hinjewadi
5259,Sus gaon,1500,2    ,1,2021-02-10, Pashan-Sus Road
5260,Rakshalekha Society,1700,2    ,2,2021-02-10, Koregaon Park
5261,Megapolis Sunway,1007,2    ,2,2021-02-10, Hinjewadi
5262,"Dharamveer Park, Bibwewadi, Pune",515,1    ,1,2021-02-10, Bibwewadi
5263,Atria Dhanashree Aashiyana,1065,2    ,2,2021-02-10, Mohamadwadi
5264,Bella Casa,1800,3    ,3,2021-02-10, Sus
5265,arun park,630,1    ,1,2021-02-10, Thergaon
5267,Alcon Rethos,629,2    ,2,2021-02-10, Kharadi
5268,Sankalp Nagari,440,1    ,1,2021-02-10, Parande Nagar
5270,Tulip Residency,1400,3    ,2,2021-02-10, Shiv Coolony Near Grtai Loan
5271,Aradhana,800,2    ,1,2021-02-10, Nigdi
5273,Sri Srusti Apartment,670,1    ,1,2021-02-10, Yewalewadi
5274,Kunal Terraces,1100,2    ,2,2021-02-10, Wanowrie
5275,Ranka Estate,680,2    ,1,2021-02-10, Ganesh Nagar
5276,ON REQUEST,600,1    ,2,2021-02-10, Chinchwad
5277,Ganga Kunj Society,560,1    ,1,2021-02-10, Vishrantwadi
5278,Jagdish nagar co operative housing society,580,1    ,1,2021-02-10, Jagdish Nagar
5279,Chintan Floria,980,2    ,2,2021-02-10, Sinhgad Road
5280,Datta Mandir Rd,1200,3    ,2,2021-02-10, Chaudhary Park
5281,Shanti Residency,602,1    ,1,2021-02-10, Gadital
5282,Villa,1,1    ,1,2021-02-10, Sant Nagar
5283,Blue Ridge,1800,3    ,3,2021-02-10, Hinjewadi Phase 1
5284,Prestige Classic,900,2    ,2,2021-02-10, Chinchwad
5285,Laxmi narsimha co.op hsg soc,300,1   ,1,2021-02-10, Somwar Peth
5286,Satya Vihar Apartment,830,2    ,2,2021-02-10, Wanowrie
5288,Puraniks Abitante,867,2    ,2,2021-02-10, Bavdhan
5290,Pratik Nagar Society,475,1    ,1,2021-02-10, Hadapsar
5291,Ganga Vatika,750,2    ,2,2021-02-10, Lonikand
5293,rakshak nagar phase 1,700,2    ,1,2021-02-10, Rakshak Nagar
5294,On Request,1000,2    ,2,2021-02-10, Pune-Satara Road
5295,Sidhhi,650,1    ,1,2021-02-10, Chikhali
5296,On Req,500,1    ,1,2021-02-10, Jawakar Nagar
5297,Venkatesh Oxy Ultima,950,2    ,2,2021-02-10, Wagholi
5298,Ashtavinayak Aster,730,2    ,2,2021-02-10, Kharadi Annex
5299,Majestique Alkasa,1442,3    ,2,2021-02-10, NIBM
5300,Polite Harmony,985,2    ,2,2021-02-10, Chikhali
5302,Akshay Complex,450,1    ,1,2021-02-10, Sinhgad Road
5303,Vardhmann Aristo Apartment,1000,2    ,2,2021-02-10, Wakad
5304,Silverline Apartments,500,1    ,1,2021-02-10, Clover Park
5306,State Bank Nagar Society,800,1    ,1,2021-02-10, Panchawati
5307,Sadguru Park,600,1    ,1,2021-02-10, Balaji Nagar
5308,AK Surana Sanskruti Prangan,900,2    ,2,2021-02-10, Baner
5309,Orchid Plaza,990,2    ,2,2021-02-10, Narhe
5310,KFP Chesterfield,750,2    ,2,2021-02-10, Dhanori
5311,Godrej Prana,800,2    ,2,2021-02-10, Undri
5312,Marvel Zephyr,2355,3    ,5,2021-02-10, Kharadi
5314,Rhaul apartment,650,1    ,1,2021-02-10, Lohegaon
5315,The Leaf,1021,2    ,2,2021-02-10, Yewalewadi
5316,The Leaf,740,2    ,2,2021-02-10, Yewalewadi
5317,Siddhivinayak Complex,1100,2    ,1,2021-02-10, Sangam Nagar
5318,Gulmohar Paradise Homes,900,2    ,2,2021-02-10, Thite Nagar
5319,Om Shanti Building,500,1    ,2,2021-02-10, Bhairav Nagar
5320,On req,750,1    ,2,2021-02-10, Pimple Gurav
5321,Marvel Ganga Fria Phase 1,1255,2    ,2,2021-02-10, Wagholi
5322,VTP Urban Nest,1250,2    ,2,2021-02-10, Undri
5323,Skywards Nirvana,1617,3    ,3,2021-02-10, Hadapsar
5324,birla tower,590,1    ,1,2021-02-10, Warje
5325,Muralidhar Apartment,450,1    ,1,2021-02-10, Tingre Nagar
5326,Kalpatru Apartment,2000,3    ,3,2021-02-10, Camp
5329,KAASP COUNTYY,775,2    ,2,2021-02-10, Kaspate Vasti
5330,Bhojwani Samruddhi Park,1019,2    ,2,2021-02-10, Pimple Saudagar
5331,Vilas Javdekar Yashwin Hinjewadi,750,2    ,2,2021-02-10, Hinjewadi Phase 2
5332,Yashraj Swami Chaya,1300,3    ,2,2021-02-10, Karve Nagar
5333,Amit Colori,750,2    ,2,2021-02-10, Undri
5335,Silver Oak Apartment,950,2    ,2,2021-02-10, B.T Kawade Road
5336,Sai Aamrai,1200,3    ,2,2021-02-10, Ambegaon Budruk
5337,Sai Shree Cooperative Housing Society,950,2    ,2,2021-02-10, Pimple Saudagar
5338,Shree Nidhi,925,2    ,2,2021-02-10, Lohegaon
5339,Aakankssha Jubilation Apartment,625,1    ,1,2021-02-10, Wagholi
5340,Namo Paradise,835,2    ,2,2021-02-10, Lohegaon
5341,Gurukrupa Aster,950,2    ,2,2021-02-10, Wadgaon Sheri
5344,Shree Shwet Shwetayan Society,712,1    ,1,2021-02-10, Pimple Gurav
5345,Survodaya Residency,650,1    ,1,2021-02-10, Vishal Nagar
5346,Laukik Ishan,400,1   ,1,2021-02-10, Kolhewadi
5348,Siddhi Apartments,911,2    ,1,2021-02-10, Adarsh Colony
5352,Suryafool CHS,1200,2    ,2,2021-02-10, Bhandarkar Road
5353,Capriccio Apartment,1100,2    ,2,2021-02-10, Wakad
5355,Satyapuram Society,1000,2    ,2,2021-02-10, Gondhale Nagar
5356,Gajanan Nagar,450,1    ,1,2021-02-10, Kalewadi Phata
5357,Shree Hieghts,560,1    ,1,2021-02-10, Pimple Gurav
5358,Sai Angan,568,1    ,2,2021-02-10, Pimple Gurav
5359,on request,450,1    ,1,2021-02-10, Handewadi
5360,on request,450,1    ,1,2021-02-10, Handewadi
5361,Shriniwas Westside County,910,2    ,2,2021-02-10, Pimple Gurav
5363,Bhoir Estate,850,2    ,2,2021-02-10, Thergaon
5365,Kanchan Plaza,600,1    ,1,2021-02-10, Katraj
5366,Siddhivinayak Aspiria,1050,2    ,2,2021-02-10, Hinjewadi
5367,Leisure Town,1000,2    ,2,2021-02-10, Hadapsar
5370,Kumar Samruddhi,920,2    ,2,2021-02-10, Tingre Nagar
5372,BK Chavan Sun Rise,623,1    ,1,2021-02-10, Papde Wasti
5373,Karmabhumi Residency,400,1    ,1,2021-02-10, Sant Nagar
5376,Om Gangotri CHS,900,2    ,2,2021-02-10, Wadgaon Sheri
5377,on request,890,2    ,2,2021-02-10, Sinhgad Road
5378,Kanchan Sunratna CO-OP Housing Society,757,2    ,1,2021-02-10, Yewalewadi
5379,janvi heights,475,1    ,1,2021-02-10, Lohegaon
5381,Narayan Baug,600,1    ,1,2021-02-10, Magarpatta
5382,Kumar Park Infinia,1100,2    ,2,2021-02-10, Fursungi Gaon
5383,Oriental Heritage,1000,2    ,2,2021-02-10, Chinchwad
5384,Pratik Nagar,565,1    ,1,2021-02-10, Vishrantwadi
5385,Kumar Aangan,1200,2    ,2,2021-02-10, Yerwada
5386,Balaji Square,1000,2    ,2,2021-02-10, Kiwale
5388,Shiv Tara City,967,2    ,2,2021-02-10, Loni Kalbhor
